igre,disciplina,poddisciplina,mesto,ime,drzava,rezultat
Pyeongchang 2018,biathlon,mens 15km mass start,4,Erik Lesser,GER,35:58.9
Pyeongchang 2018,biathlon,mens 15km mass start,5,Benedikt Doll,GER,36:06.1
Pyeongchang 2018,biathlon,mens 15km mass start,6,Julian Eberhard,AUT,36:18.0
Pyeongchang 2018,biathlon,mens 15km mass start,7,Erlend Bjoentegaard,NOR,36:19.4
Pyeongchang 2018,biathlon,mens 15km mass start,8,Tarjei Boe,NOR,36:21.9
Pyeongchang 2018,biathlon,mens 15km mass start,9,Jesper Nelin,SWE,36:21.9
Pyeongchang 2018,biathlon,mens 15km mass start,10,Jakov Fak,SLO,36:23.4
Pyeongchang 2018,biathlon,mens 15km mass start,11,Ondrej Moravec,CZE,36:23.6
Pyeongchang 2018,biathlon,mens 15km mass start,12,Dominik Landertinger 1,AUT,36:47.3
Pyeongchang 2018,biathlon,mens 15km mass start,13,Arnd Peiffer,GER,36:47.5
Pyeongchang 2018,biathlon,mens 15km mass start,14,Simon Eder,AUT,37:01.0
Pyeongchang 2018,biathlon,mens 15km mass start,15,Fredrik Lindstroem,SWE,37:02.6
Pyeongchang 2018,biathlon,mens 15km mass start,16,Johannes Thingnes Boe,NOR,37:07.3
Pyeongchang 2018,biathlon,mens 15km mass start,17,Dominik Windisch,ITA,37:07.7
Pyeongchang 2018,biathlon,mens 15km mass start,18,Lukas Hofer,ITA,37:07.7
Pyeongchang 2018,biathlon,mens 15km mass start,19,Antonin Guigonnat,FRA,37:15.3
Pyeongchang 2018,biathlon,mens 15km mass start,20,Klemen Bauer,SLO,37:19.8
Pyeongchang 2018,biathlon,mens 15km mass start,21,Tero Seppaelae,FIN,37:25.0
Pyeongchang 2018,biathlon,mens 15km mass start,22,Simon Desthieux,FRA,37:45.9
Pyeongchang 2018,biathlon,mens 15km mass start,23,Sebastian Samuelsson,SWE,37:58.8
Pyeongchang 2018,biathlon,mens 15km mass start,24,Serafin Wiestner,SUI,38:00.9
Pyeongchang 2018,biathlon,mens 15km mass start,25,Timofei Lapshin,KOR,38:07.4
Pyeongchang 2018,biathlon,mens 15km mass start,26,Michal Krcmar,CZE,38:09.9
Pyeongchang 2018,biathlon,mens 15km mass start,27,Benjamin Weger,SUI,38:10.5
Pyeongchang 2018,biathlon,mens 15km mass start,28,Andrejs Rastorgujevs,LAT,38:47.4
Pyeongchang 2018,biathlon,mens 15km mass start,29,Quentin Fillon Maillet,FRA,38:57.5
Pyeongchang 2018,biathlon,mens 15km mass start,30,Tomas Kaukenas,LTU,38:58.0
Pyeongchang 2018,biathlon,mens 20km individual,36,Simon Schempp,GER,51:54.8
Pyeongchang 2018,biathlon,mens 20km individual,37,George Buta,ROU,51:55.6
Pyeongchang 2018,biathlon,mens 20km individual,38,Martin Ponsiluoma,SWE,51:56.6
Pyeongchang 2018,biathlon,mens 20km individual,39,Maksim Varabei,BLR,52:01.3
Pyeongchang 2018,biathlon,mens 20km individual,40,Giuseppe Montello,ITA,52:01.9
Pyeongchang 2018,biathlon,mens 20km individual,41,Tim Burke,USA,52:05.7
Pyeongchang 2018,biathlon,mens 20km individual,42,Oskars Muiznieks,LAT,52:06.0
Pyeongchang 2018,biathlon,mens 20km individual,43,Dimitar Gerdzhikov,BUL,52:12.0
Pyeongchang 2018,biathlon,mens 20km individual,44,Sean Doherty,USA,52:25.6
Pyeongchang 2018,biathlon,mens 20km individual,45,Michal Slesingr,CZE,52:35.5
Pyeongchang 2018,biathlon,mens 20km individual,46,Artem Pryma,UKR,52:36.5
Pyeongchang 2018,biathlon,mens 20km individual,47,Jeremy Finello,SUI,52:37.5
Pyeongchang 2018,biathlon,mens 20km individual,48,Tuomas Gronman 1,FIN,52:44.1
Pyeongchang 2018,biathlon,mens 20km individual,49,Mario Dolder,SUI,52:46.5
Pyeongchang 2018,biathlon,mens 20km individual,50,Dominik Windisch,ITA,52:54.3
Pyeongchang 2018,biathlon,mens 20km individual,51,Lowell Bailey,USA,52:56.8
Pyeongchang 2018,biathlon,mens 20km individual,52,Raman Yaliotnau,BLR,52:57.6
Pyeongchang 2018,biathlon,mens 20km individual,53,Sergii Semenov,UKR,52:57.9
Pyeongchang 2018,biathlon,mens 20km individual,54,Florent Claude,BEL,53:03.2
Pyeongchang 2018,biathlon,mens 20km individual,55,Cornel Puchianu,ROU,53:12.1
Pyeongchang 2018,biathlon,mens 20km individual,56,Thomas Bormolini,ITA,53:26.6
Pyeongchang 2018,biathlon,mens 20km individual,57,Tobias Eberhard,AUT,53:33.6
Pyeongchang 2018,biathlon,mens 20km individual,58,Johannes Kuehn,GER,53:36.6
Pyeongchang 2018,biathlon,mens 20km individual,59,Andrejs Rastorgujevs,LAT,53:41.8
Pyeongchang 2018,biathlon,mens 20km individual,60,Lars Helge Birkeland,NOR,53:46.8
Pyeongchang 2018,biathlon,mens 20km individual,61,Maxim Braun,KAZ,53:50.7
Pyeongchang 2018,biathlon,mens 20km individual,62,Vassiliy Podkorytov,KAZ,53:52.5
Pyeongchang 2018,biathlon,mens 20km individual,63,Lukas Hofer,ITA,53:54.1
Pyeongchang 2018,biathlon,mens 20km individual,64,Mikito Tachizaki,JPN,54:11.5
Pyeongchang 2018,biathlon,mens 20km individual,65,Rene Zahkna 1,EST,54:20.1
Pyeongchang 2018,biathlon,mens 20km individual,66,Leif Nordgren,USA,54:31.1
Pyeongchang 2018,biathlon,mens 20km individual,67,Adam Vaclavik,CZE,54:31.7
Pyeongchang 2018,biathlon,mens 20km individual,68,Kauri Koiv,EST,54:36.4
Pyeongchang 2018,biathlon,mens 20km individual,69,Gheorghe Pop,ROU,54:40.1
Pyeongchang 2018,biathlon,mens 20km individual,70,Roland Lessing,EST,54:46.0
Pyeongchang 2018,biathlon,mens 20km individual,71,Anton Sinapov,BUL,54:48.4
Pyeongchang 2018,biathlon,mens 20km individual,72,Timur Khamitgatin,KAZ,54:52.7
Pyeongchang 2018,biathlon,mens 20km individual,73,Olli Hiidensalo,FIN,54:57.6
Pyeongchang 2018,biathlon,mens 20km individual,74,Remus Faur,ROU,55:01.5
Pyeongchang 2018,biathlon,mens 20km individual,75,Michael Roesch 1,BEL,55:10.1
Pyeongchang 2018,biathlon,mens 20km individual,76,Tero Seppaelae,FIN,55:10.8
Pyeongchang 2018,biathlon,mens 20km individual,77,Emilien Jacquelin,FRA,55:26.1
Pyeongchang 2018,biathlon,mens 20km individual,78,Tomas Kaukenas,LTU,55:38.4
Pyeongchang 2018,biathlon,mens 20km individual,79,Andrzej Nedza Kubiniec,POL,55:39.9
Pyeongchang 2018,biathlon,mens 20km individual,80,Mitja Drinovec,SLO,56:06.4
Pyeongchang 2018,biathlon,mens 20km individual,81,Nathan Smith,CAN,56:15.7
Pyeongchang 2018,biathlon,mens 20km individual,82,Vytautas Strolia,LTU,56:27.0
Pyeongchang 2018,biathlon,mens 20km individual,83,Vladislav Vitenko,KAZ,57:11.3
Pyeongchang 2018,biathlon,mens 20km individual,84,Martin Otcenas,SVK,57:16.0
Pyeongchang 2018,biathlon,mens 20km individual,85,Michal Sima,SVK,57:52.3
Pyeongchang 2018,biathlon,mens 20km individual,86,Tomas Hasilla,SVK,58:55.2
Pyeongchang 2018,biathlon,womens 10km pursuit,22,Kaisa Makarainen,FIN,33:22.2
Pyeongchang 2018,biathlon,womens 10km pursuit,23,Jessica Jislova,CZE,33:24.3
Pyeongchang 2018,biathlon,womens 10km pursuit,24,Anais Chevalier,FRA,33:28.0
Pyeongchang 2018,biathlon,womens 10km pursuit,25,Marketa Davidova,CZE,33:29.8
Pyeongchang 2018,biathlon,womens 10km pursuit,26,Johanna Talihaerm,EST,33:34.7
Pyeongchang 2018,biathlon,womens 10km pursuit,27,Marie Dorin Habert,FRA,33:37.8
Pyeongchang 2018,biathlon,womens 10km pursuit,28,Julia Ransom,CAN,33:38.3
Pyeongchang 2018,biathlon,womens 10km pursuit,29,Elisabeth Hogberg,SWE,33:45.1
Pyeongchang 2018,biathlon,womens 10km pursuit,30,Weronika Nowakowska Ziemniak,POL,33:46.2
Pyeongchang 2018,biathlon,womens 10km pursuit,31,Tatiana Akimova,OAR,33:50.8
Pyeongchang 2018,biathlon,womens 10km pursuit,32,Eva Puskarcikova,CZE,33:53.8
Pyeongchang 2018,biathlon,womens 10km pursuit,33,Baiba Bendika,LAT,33:59.4
Pyeongchang 2018,biathlon,womens 10km pursuit,34,Justine Braisaz,FRA,34:08.0
Pyeongchang 2018,biathlon,womens 10km pursuit,35,Elisa Gasparin,SUI,34:11.2
Pyeongchang 2018,biathlon,womens 10km pursuit,36,Krystyna Palka,POL,34:24.3
Pyeongchang 2018,biathlon,womens 10km pursuit,37,Darya Domracheva,BLR,34:26.8
Pyeongchang 2018,biathlon,womens 10km pursuit,38,Paulina Fialkova,SVK,34:33.6
Pyeongchang 2018,biathlon,womens 10km pursuit,39,Selina Gasparin,SUI,34:40.2
Pyeongchang 2018,biathlon,womens 10km pursuit,40,Katharina Innerhofer,AUT,34:41.2
Pyeongchang 2018,biathlon,womens 10km pursuit,41,Synnoeve Solemdal,NOR,34:45.5
Pyeongchang 2018,biathlon,womens 10km pursuit,42,Ingrid Landmark Tandrevold,NOR,34:56.8
Pyeongchang 2018,biathlon,womens 10km pursuit,43,Monika Hojnisz,POL,35:05.6
Pyeongchang 2018,biathlon,womens 10km pursuit,44,Nadzeya Pisareva,BLR,35:10.3
Pyeongchang 2018,biathlon,womens 10km pursuit,45,Yan Zhang,CHN,35:16.7
Pyeongchang 2018,biathlon,womens 10km pursuit,46,Anastasiya Merkushyna,UKR,35:30.4
Pyeongchang 2018,biathlon,womens 10km pursuit,47,Emily Dreissigacker,USA,35:36.7
Pyeongchang 2018,biathlon,womens 10km pursuit,48,Nicole Gontier,ITA,35:37.6
Pyeongchang 2018,biathlon,womens 10km pursuit,49,Magdalena Gwizdon,POL,36:07.0
Pyeongchang 2018,biathlon,womens 10km pursuit,50,Anna Frolina,KOR,36:14.2
Pyeongchang 2018,biathlon,womens 10km pursuit,51,Anja Erzen,SLO,36:22.6
Pyeongchang 2018,biathlon,womens 10km pursuit,52,Emma Lunder,CAN,36:52.1
Pyeongchang 2018,biathlon,womens 12 5km mass start,23,Lena Haecki,SUI,38:22.3
Pyeongchang 2018,biathlon,womens 12 5km mass start,24,Vita Semerenko,UKR,38:25.3
Pyeongchang 2018,biathlon,womens 12 5km mass start,25,Vanessa Hinz,GER,38:52.4
Pyeongchang 2018,biathlon,womens 12 5km mass start,26,Iryna Kryuko,BLR,39:04.0
Pyeongchang 2018,biathlon,womens 12 5km mass start,27,Elisa Gasparin,SUI,39:21.0
Pyeongchang 2018,biathlon,womens 12 5km mass start,28,Irene Cadurisch,SUI,39:44.7
Pyeongchang 2018,biathlon,womens 12 5km mass start,29,Anais Chevalier,FRA,40:39.7
Pyeongchang 2018,biathlon,womens 12 5km mass start,30,Tatiana Akimova,OAR,41:32.4
Pyeongchang 2018,biathlon,womens 15km individual,12,Urska Poje,SLO,43:52.7
Pyeongchang 2018,biathlon,womens 15km individual,13,Kaisa Makarainen,FIN,43:57.9
Pyeongchang 2018,biathlon,womens 15km individual,14,Mona Brorsson,SWE,44:13.8
Pyeongchang 2018,biathlon,womens 15km individual,15,Tatiana Akimova,OAR,44:17.6
Pyeongchang 2018,biathlon,womens 15km individual,16,Ekaterina Avvakumova,KOR,44:25.3
Pyeongchang 2018,biathlon,womens 15km individual,17,Maren Hammerschmidt,GER,44:28.0
Pyeongchang 2018,biathlon,womens 15km individual,18,Veronika Vitkova,CZE,44:31.5
Pyeongchang 2018,biathlon,womens 15km individual,19,Susan Dunklee,USA,44:33.5
Pyeongchang 2018,biathlon,womens 15km individual,20,Yuliia Dzhima,UKR,44:33.9
Pyeongchang 2018,biathlon,womens 15km individual,21,Weronika Nowakowska Ziemniak,POL,44:34.6
Pyeongchang 2018,biathlon,womens 15km individual,22,Joanne Firesteel Reid,USA,44:41.3
Pyeongchang 2018,biathlon,womens 15km individual,23,Tiril Eckhoff,NOR,44:41.9
Pyeongchang 2018,biathlon,womens 15km individual,24,Valj Semerenko,UKR,44:53.9
Pyeongchang 2018,biathlon,womens 7 5km sprint,35,Elisabeth Hogberg,SWE,23:05.9
Pyeongchang 2018,biathlon,womens 7 5km sprint,36,Nadezhda Skardino,BLR,23:07.8
Pyeongchang 2018,biathlon,womens 7 5km sprint,46,Anja Erzen,SLO,23:20.9
Pyeongchang 2018,cross country skiing,mens 15km free,32,Sebastian Eisenlauer,GER,36:03.8
Pyeongchang 2018,cross country skiing,mens 15km free,33,Dominik Bury,POL,36:11.1
Pyeongchang 2018,cross country skiing,mens 15km free,34,Toni Livers,SUI,36:14.5
Pyeongchang 2018,cross country skiing,mens 15km free,35,Perttu Hyvarinen,FIN,36:17.2
Pyeongchang 2018,cross country skiing,mens 15km free,36,Veselin Tsinzov,BUL,36:17.3
Pyeongchang 2018,cross country skiing,mens 15km free,37,Paul Constantin Pepene,ROU,36:19.1
Pyeongchang 2018,cross country skiing,mens 15km free,38,Graeme Killick,CAN,36:23.3
Pyeongchang 2018,cross country skiing,mens 15km free,39,Bernhard Tritscher,AUT,36:24.7
Pyeongchang 2018,cross country skiing,mens 15km free,40,Michail Semenov 1,BLR,36:25.8
Pyeongchang 2018,cross country skiing,mens 15km free,41,Erik Bjornsen,USA,36:28.6
Pyeongchang 2018,cross country skiing,mens 15km free,42,Dominik Baldauf,AUT,36:31.2
Pyeongchang 2018,cross country skiing,mens 15km free,43,Alin Florin Cioanca,ROU,36:31.9
Pyeongchang 2018,cross country skiing,mens 15km free,44,Mirco Bertolina,ITA,36:33.5
Pyeongchang 2018,cross country skiing,mens 15km free,45,Magnus Kim,KOR,36:39.0
Pyeongchang 2018,cross country skiing,mens 15km free,46,Michal Novak 1,CZE,36:42.4
Pyeongchang 2018,cross country skiing,mens 15km free,47,Kresimir Crnkovic,CRO,36:44.7
Pyeongchang 2018,cross country skiing,mens 15km free,48,Noah Hoffman,USA,36:45.2
Pyeongchang 2018,cross country skiing,mens 15km free,49,Alexey Vitsenko,OAR,36:46.4
Pyeongchang 2018,cross country skiing,mens 15km free,50,Candide Pralong,SUI,36:47.7
Pyeongchang 2018,cross country skiing,mens 15km free,51,Anssi Pentsinen,FIN,36:54.9
Pyeongchang 2018,cross country skiing,mens 15km free,52,Martin Voegeli,LIE,36:57.0
Pyeongchang 2018,cross country skiing,mens 15km free,53,Edi Dadic,CRO,36:57.2
Pyeongchang 2018,cross country skiing,mens 15km free,54,Vitaliy Pukhkalo,KAZ,36:57.4
Pyeongchang 2018,cross country skiing,mens 15km free,55,Yury Astapenka,BLR,37:04.0
Pyeongchang 2018,cross country skiing,mens 15km free,56,Snorri Eythor Einarsson,ISL,37:05.6
Pyeongchang 2018,cross country skiing,mens 15km free,57,Andrew Young,GBR,37:13.1
Pyeongchang 2018,cross country skiing,mens 15km free,58,Andreas Veerpalu,EST,37:16.2
Pyeongchang 2018,cross country skiing,mens 15km free,59,Raido Rankel,EST,37:21.9
Pyeongchang 2018,cross country skiing,mens 15km free,60,Stefan Zelger,ITA,37:27.9
Pyeongchang 2018,cross country skiing,mens 15km free,61,Yevgeniy Velichko,KAZ,37:28.6
Pyeongchang 2018,cross country skiing,mens 15km free,62,Imanol Rojo,ESP,37:35.5
Pyeongchang 2018,cross country skiing,mens 15km free,63,Thomas Maloney Westgaard,IRL,37:36.6
Pyeongchang 2018,cross country skiing,mens 15km free,64,Denis Volotka,KAZ,37:39.8
Pyeongchang 2018,cross country skiing,mens 15km free,65,Indulis Bikse,LAT,37:44.7
Pyeongchang 2018,cross country skiing,mens 15km free,66,Thierry Langer,BEL,37:45.0
Pyeongchang 2018,cross country skiing,mens 15km free,67,Peter Mlynar,SVK,37:46.2
Pyeongchang 2018,cross country skiing,mens 15km free,68,Damir Rastic,SRB,37:47.5
Pyeongchang 2018,cross country skiing,mens 15km free,69,Knute Johnsgaard,CAN,37:48.5
Pyeongchang 2018,cross country skiing,mens 15km free,70,Callum Watson,AUS,37:53.9
Pyeongchang 2018,cross country skiing,mens 15km free,71,Devon Kershaw,CAN,38:01.5
Pyeongchang 2018,cross country skiing,mens 15km free,72,Sergio Rigoni,ITA,38:03.0
Pyeongchang 2018,cross country skiing,mens 15km free,73,Aliaksandr Voranau,BLR,38:05.5
Pyeongchang 2018,cross country skiing,mens 15km free,74,Tyler Kornfield,USA,38:17.9
Pyeongchang 2018,cross country skiing,mens 15km free,75,Callum Smith,GBR,38:20.9
Pyeongchang 2018,cross country skiing,mens 15km free,76,Mladen Plakalovic,BIH,38:27.7
Pyeongchang 2018,cross country skiing,mens 15km free,77,Phillip Bellingham,AUS,38:36.2
Pyeongchang 2018,cross country skiing,mens 15km free,78,Kamil Bury,POL,38:38.7
Pyeongchang 2018,cross country skiing,mens 15km free,79,Mark Chanloung,THA,38:40.8
Pyeongchang 2018,cross country skiing,mens 15km free,80,Miroslav Sulek,SVK,38:44.0
Pyeongchang 2018,cross country skiing,mens 15km free,81,Apostolos Angelis,GRE,38:56.4
Pyeongchang 2018,cross country skiing,mens 15km free,82,Maciej Starega,POL,38:58.9
Pyeongchang 2018,cross country skiing,mens 15km free,83,Mikayel Mikayelyan,ARM,39:01.4
Pyeongchang 2018,cross country skiing,mens 15km free,84,Oleksii Krasovskyi,UKR,39:05.3
Pyeongchang 2018,cross country skiing,mens 15km free,85,Eunho Kim,KOR,39:07.9
Pyeongchang 2018,cross country skiing,mens 15km free,86,Andrii Orlyk,UKR,39:11.3
Pyeongchang 2018,cross country skiing,mens 15km free,87,Andrej Segec,SVK,39:13.4
Pyeongchang 2018,cross country skiing,mens 15km free,88,Miha Simenc,SLO,39:16.9
Pyeongchang 2018,cross country skiing,mens 15km free,89,Adam Konya,HUN,39:27.2
Pyeongchang 2018,cross country skiing,mens 15km free,90,Martin Moeller,DEN,39:35.4
Pyeongchang 2018,cross country skiing,mens 15km free,91,Seyed Sattar Seyd,IRI,39:39.1
Pyeongchang 2018,cross country skiing,mens 15km free,92,Hamza Dursun,TUR,40:05.3
Pyeongchang 2018,cross country skiing,mens 15km free,93,Omer Aycicek,TUR,40:28.7
Pyeongchang 2018,cross country skiing,mens 15km free,94,Mantas Strolia,LTU,40:31.4
Pyeongchang 2018,cross country skiing,mens 15km free,95,Yordan Chuchuganov,BUL,40:39.6
Pyeongchang 2018,cross country skiing,mens 15km free,96,Modestas Vaiciulis,LTU,40:53.0
Pyeongchang 2018,cross country skiing,mens 15km free,97,Achbadrakh Batmunkh,MGL,41:40.4
Pyeongchang 2018,cross country skiing,mens 15km free,98,Qinghai Sun,CHN,41:55.7
Pyeongchang 2018,cross country skiing,mens 15km free,99,Stavre Jada,MKD,42:14.2
Pyeongchang 2018,cross country skiing,mens 15km free,100,Matias Zuloaga,ARG,42:27.5
Pyeongchang 2018,cross country skiing,mens 15km free,101,Chun Gyong Han,PRK,42:29.2
Pyeongchang 2018,cross country skiing,mens 15km free,102,Yonathan Jesus Fernandez,CHI,42:49.9
Pyeongchang 2018,cross country skiing,mens 15km free,103,Jagdish Singh,IND,43:00.3
Pyeongchang 2018,cross country skiing,mens 15km free,104,Tucker Murphy,BER,43:05.7
Pyeongchang 2018,cross country skiing,mens 15km free,105,Timo Juhani Gronlund,BOL,43:18.4
Pyeongchang 2018,cross country skiing,mens 15km free,106,Nicolae Gaiduc,MDA,43:43.3
Pyeongchang 2018,cross country skiing,mens 15km free,107,Il Chol Pak,PRK,43:43.4
Pyeongchang 2018,cross country skiing,mens 15km free,108,Syed Human,PAK,45:19.1
Pyeongchang 2018,cross country skiing,mens 15km free,109,Samer Tawk,LBN,47:03.4
Pyeongchang 2018,cross country skiing,mens 15km free,110,Victor Santos,BRA,47:09.9
Pyeongchang 2018,cross country skiing,mens 15km free,111,Samir Azzimani,MAR,47:39.9
Pyeongchang 2018,cross country skiing,mens 15km free,112,Klaus Jungbluth Rodriguez,ECU,53:30.1
Pyeongchang 2018,cross country skiing,mens 15km free,113,Kequyen Lam,POR,54:34.1
Pyeongchang 2018,cross country skiing,mens 15km free,114,Pita Taufatofua,TGA,56:41.1
Pyeongchang 2018,cross country skiing,mens 15km free,115,Sebastian Uprimny,COL,58:08.1
Pyeongchang 2018,cross country skiing,mens 15km free,116,German Madrazo,MEX,59:35.4
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,34,Vitaliy Pukhkalo,KAZ,1:19:46.7
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,35,Andreas Katz,GER,1:19:49.2
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,36,Devon Kershaw,CAN,1:19:55.3
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,37,Dietmar Noeckler,ITA,1:19:55.5
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,38,Petr Knop,CZE,1:20:12.1
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,39,Jonas Baumann,SUI,1:20:13.4
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,40,Toni Livers,SUI,1:20:13.4
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,41,Perttu Hyvarinen,FIN,1:20:28.5
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,42,Erik Bjornsen,USA,1:20:54.7
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,43,Yevgeniy Velichko,KAZ,1:21:03.9
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,44,Michail Semenov 1,BLR,1:21:12.0
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,45,Graeme Killick,CAN,1:21:39.6
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,46,Irineu Esteve Altimiras,AND,1:21:47.7
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,47,Andreas Veerpalu,EST,1:22:11.4
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,48,Sergio Rigoni,ITA,1:22:54.9
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,49,Imanol Rojo,ESP,1:23:06.5
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,50,Yury Astapenka,BLR,1:23:12.5
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,51,Patrick Caldwell,USA,1:23:18.1
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,52,Dominik Bury,POL,1:23:20.3
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,53,Kresimir Crnkovic,CRO,1:23:26.9
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,54,Noah Hoffman,USA,1:23:28.7
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,55,Ales Razym,CZE,1:23:33.8
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,56,Snorri Eythor Einarsson,ISL,1:23:33.9
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,57,Callum Smith,GBR,1:23:49.9
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,58,Callum Watson,AUS,1:25:15.4
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,59,Martin Voegeli,LIE,1:26:08.2
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,60,Thomas Maloney Westgaard,IRL,1:32:34.2
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,61,Oleksii Krasovskyi,UKR,LAP
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,62,Knute Johnsgaard,CAN,LAP
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,63,Mantas Strolia,LTU,LAP
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,64,Qiang Wang 2,CHN,LAP
Pyeongchang 2018,cross country skiing,mens 15km 15km skiathlon,65,Eunho Kim,KOR,LAP
Pyeongchang 2018,cross country skiing,mens 50km mass start classic,1,Iivo Niskanen,FIN,2:08:22.1
Pyeongchang 2018,cross country skiing,mens 50km mass start classic,2,Alexander Bolshunov,OAR,2:08:40.8
